Title,Partner,Subject,Description,Rating,Level,Duration (in hour),Skills,URL
stay ahead ai curve,Google,Machine Learning,course part google ai essential specialization,4.8,Beginner level,40.0,strategic thinking emerging technology workforce development generative ai data analysis business solution digital transformation analysis innovation,https://www.coursera.org/learn/google-stay-ahead-of-the-ai-curve
game theory,Stanford University,Economics,game theory,4.6,Beginner level,40.0,economics behavioral economics problem solving strategic decisionmaking mathematical modeling game theory probability algorithm graph theory bayesian statistic,https://www.coursera.org/learn/game-theory-1
certified cybersecurity specialization,ISC2,Security,advance career cybersecurity skill gain flexibility selfpaced learning,4.7,Beginner level,40.0,governance data security security control computer security awareness training event monitoring cybersecurity computer security incident management security management,https://www.coursera.org/specializations/certified-in-cybersecurity
generative ai business intelligence bi analyst specialization,IBM,Business Essentials,unlock potential generative ai bi learn use capability tool generative ai boost career business intelligence,4.8,Intermediate level,40.0,dashboard large language modeling chatgpt openai ibm cloud prompt engineering image analysis sql infographics interactive data visualization data storytelling data visualization,https://www.coursera.org/specializations/generative-ai-for-business-intelligence-analysts
regulatory compliance specialization,University of Pennsylvania,Business Essentials,learn create culture compliance master strategy building effective compliance program manage risk,4.8,Intermediate level,40.0,governance risk management compliance general data protection regulation gdpr data security regulation legal compliance personally identifiable information compliance auditing,https://www.coursera.org/specializations/regulatory-compliance
chatgpt excel aienhanced data analysis insight specialization,Vanderbilt University,Business Essentials,chatgptpowered excel transform data insight master aidriven excel skill automate task uncover insight create impactful data visualization,4.8,Beginner level,40.0,data integration large language modeling data synthesis pivot table chart productivity chatgpt prompt engineering excel formula data cleansing microsoft excel,https://www.coursera.org/specializations/chatgpt-excel
ai fundamental nondata scientist,University of Pennsylvania,Leadership and Management,course part ai business specialization,4.8,Beginner level,9.0,process optimization data analysis natural language processing tensorflow artificial neural network generative ai big data artificial intelligence deep learning customer data management,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists
ibm system analyst professional certificate,IBM,Support and Operations,prepare career system analyst build indemand skill handson experience employer want prior experience degree required,4.8,Beginner level,160.0,user acceptance testing uat stakeholder engagement business process modeling business analysis computer hardware database management process analysis process optimization,https://www.coursera.org/professional-certificates/ibm-systems-analyst
leading modern day business specialization,University of Virginia,Leadership and Management,leading modern day business specialization,4.7,Beginner level,40.0,storytelling product lifecycle management creativity business strategy ideation technology strategy human centered design new product development digital transformation,https://www.coursera.org/specializations/leading-modern-day-business
prompt engineering law specialization,Vanderbilt University,Law,law generative ai edge harness generative ai transform legal research practice,4.8,Beginner level,40.0,legal research creative thinking brainstorming legal support large language modeling productivity chatgpt legal writing prompt engineering innovation travel arrangement,https://www.coursera.org/specializations/prompt-engineering-for-law
microsoft cloud support associate professional certificate,Microsoft,Cloud Computing,launch career cloud support associate build jobready skill indemand career information technology little month prior experience required get started,4.7,Beginner level,160.0,azure active directory identity access management cloud computing cybersecurity technical support microsoft computer hardware microsoft azure network troubleshooting,https://www.coursera.org/professional-certificates/microsoft-cloud-support-associate
financial market,Yale University,Finance,financial market,4.8,Beginner level,40.0,investment investment banking corporate finance financial policy business risk management financial regulation security finance market dynamic finance derivative,https://www.coursera.org/learn/financial-markets-global
introduction healthcare,Stanford University,Health Informatics,course part ai healthcare specialization,4.8,Beginner level,40.0,health care administration continuous quality improvement cqi medicare hospital medicine pharmaceutical medical billing coding health care healthcare ethic health system,https://www.coursera.org/learn/intro-to-healthcare
brand management aligning business brand behaviour,University of London,Entrepreneurship,brand management aligning business brand behaviour,4.9,Beginner level,40.0,employee engagement brand awareness branding organizational change brand strategy brand management crossfunctional collaboration global marketing brand marketing consumer behaviour,https://www.coursera.org/learn/brand
product management certification specialization,SkillUp EdTech,Leadership and Management,break new career product manager prior experience necessary quickly get job ready certified product manager,4.8,Beginner level,120.0,product planning product lifecycle management stakeholder engagement product roadmaps new product development product requirement project management life cycle innovation product testing,https://www.coursera.org/specializations/product-management-certification
business analytics excel elementary advanced,Johns Hopkins University,Business Essentials,business analytics excel elementary advanced,4.8,Intermediate level,40.0,microsoft excel business analysis business mathematics business modeling statistical analysis process optimization data modeling business analytics spreadsheet software,https://www.coursera.org/learn/business-analytics-excel
bit byte computer networking,Google,Networking,course part google support professional certificate,4.7,Beginner level,40.0,network protocol network routing network troubleshooting wireless network tcpip computer networking network security virtual private network vpn data integrity network administration,https://www.coursera.org/learn/computer-networking
adobe graphic designer professional certificate,Adobe,Marketing,launch graphic design career learn design fundamental build jobready skill using adobe photoshop illustrator express,4.7,Beginner level,200.0,process design storytelling file management digital design design review adobe illustrator client service prompt engineering image analysis branding logo design,https://www.coursera.org/professional-certificates/adobe-graphic-designer
ibm product manager professional certificate,IBM,Leadership and Management,prepare career product manager gain indemand skill handson experience get job ready less month prior experience required,4.7,Beginner level,40.0,product planning product lifecycle management usability testing stakeholder engagement agile project management product roadmaps new product development agile software development,https://www.coursera.org/professional-certificates/ibm-product-manager
deeplearningai tensorflow developer professional certificate,DeepLearning.AI,Machine Learning,learn build ai apps tensorflow build train optimize deep neural network dive deep computer vision natural language processing time series analysis along best practice handson experience one indemand deep learning framework,4.7,Intermediate level,80.0,machine learning kera neural network library forecasting text mining applied machine learning artificial neural network natural language processing image analysis supervised learning,https://www.coursera.org/professional-certificates/tensorflow-in-practice
data science specialization,Johns Hopkins University,Data Analysis,launch career data science tencourse introduction data science developed taught leading professor,4.5,Beginner level,280.0,r programming machine learning algorithm leaflet software github machine learning data wrangling rmarkdown exploratory data analysis plotly data cleansing regression analysis,https://www.coursera.org/specializations/jhu-data-science
fundamental cybersecurity specialization,IBM,Security,launch career cybersecurity acquire knowledge need work cybersecurity,4.6,Beginner level,40.0,identity access management linux server cloud computing cybersecurity computer security incident management window server linux networking hardware service management,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
ibm darden digital strategy specialization,University of Virginia Darden School Foundation,Machine Learning,get ahead key business technical skill understand current technology changing industry create strategy transform business,4.8,Beginner level,40.0,business strategy big data cloud computing chatgpt digital transformation cloud infrastructure cloud computing architecture cloud hosting strategic thinking business transformation,https://www.coursera.org/specializations/digital-strategy
fintech foundation application financial technology specialization,University of Pennsylvania,Business Essentials,fintech foundation application financial technology specialization,4.6,Beginner level,40.0,digital asset payment processing cryptography creditdebit card processing lending underwriting technology strategy investment management investment fintech emerging technology,https://www.coursera.org/specializations/wharton-fintech
six sigma green belt specialization,Kennesaw State University,Business Essentials,improve career advanced six sigma dive deeper proven principle tool improve quality assurance organization,4.7,Intermediate level,40.0,six sigma methodology lean manufacturing process mapping statistical process control root cause analysis exploratory data analysis team management process improvement process capability,https://www.coursera.org/specializations/six-sigma-green-belt
microsoft cybersecurity analyst professional certificate,Microsoft,Security,launch career cybersecurity analyst build jobready skill musthave ai skill indemand career earn credential microsoft prior experience required,4.7,Beginner level,40.0,authentication active directory security information event management siem azure active directory threat management security testing cloud computing cybersecurity,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst
medical office procedure administration fundamental specialization,MedCerts,Healthcare Management,understanding procedure administration medical office procedure administration fundamental provides student comprehensive overview key administrative function healthcare setting including patient scheduling medical billing office management essential regulatory compliance equipping foundational skill needed excel medical office administration,4.7,Beginner level,120.0,electronic medical record cultural diversity health information management medical record professional development professionalism medical office procedure care coordination,https://www.coursera.org/specializations/medical-office-procedures-and-administration-fundamentals
algorithm specialization,Stanford University,Algorithms,learn think like computer scientist master fundamental design analysis algorithm,4.8,Intermediate level,40.0,network model computational thinking graph theory probability network routing mathematical theory analysis network analysis design strategy operation research bioinformatics analysis,https://www.coursera.org/specializations/algorithms
chatgpt project management leveraging ai success specialization,Vanderbilt University,Business Essentials,master project management chatgpt learn leverage chatgpt ai streamline project planning execution optimization transforming manage deliver successful project,4.8,Beginner level,40.0,creative thinking project management milestone project management large language modeling workflow management productivity project schedule chatgpt project risk management,https://www.coursera.org/specializations/chatgpt-project-management
ibm data warehouse engineer professional certificate,IBM,Data Management,kickstart career bi engineering develop jobready skill entry level role data warehousing,4.7,Beginner level,160.0,ibm cognos analytics database design linux command dashboard database administration data store shell script sql database management data warehousing,https://www.coursera.org/professional-certificates/data-warehouse-engineering
meta database engineer professional certificate,Meta,Data Management,launch career database engineer build jobready skill indemand career earn credential meta degree experience required get started,4.6,Beginner level,240.0,database design github database management system database administration database system unix command database sql database management data modeling mysql workbench version control,https://www.coursera.org/professional-certificates/meta-database-engineer
introduction corporate finance,University of Pennsylvania,Finance,course part multiple program learn,4.6,Beginner level,7.0,working capital financial management risk analysis cash flow asset management business valuation cash flow forecasting financial modeling financial planning financial analysis,https://www.coursera.org/learn/wharton-finance
ibm applied devops engineering professional certificate,IBM,Software Development,advance career high demand field devops build software development skill latest devops concept tool technology get job ready less month,4.7,Intermediate level,120.0,openshift continuous integration cloudnative computing cloud application application deployment agile software development istio test driven development tdd,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
ibm io android mobile app developer professional certificate,IBM,Mobile and Web Development,get jobready mobile app developer build io android mobile app development skill practical experience employer look month programming experience needed,4.7,Beginner level,200.0,development environment reactjs github software architecture apple io react native cascading style sheet cs prompt engineering react redux flutter software user centered design,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc
aws cloud support associate professional certificate,Amazon Web Services,Cloud Computing,launch career cloud computing build jobready skill gain credential go beginner jobready month less degree prior experience required,4.8,Beginner level,120.0,linux command software architecture cloud computing technical support customer relationship management root cause analysis web application aws identity access management iam,https://www.coursera.org/professional-certificates/aws-cloud-support-associate
generative ai assistant specialization,Vanderbilt University,Machine Learning,generative ai build train personalized assistant generative ai,4.9,Beginner level,40.0,creative thinking brainstorming verification validation large language modeling ideation productivity chatgpt data validation prompt engineering risk management framework innovation,https://www.coursera.org/specializations/generative-ai-assistants
preparatory certificate finance financial market specialization,Corporate Finance Institute,Finance,understanding finance financial market learner gain comprehensive knowledge skill financial market corporate finance accounting investment strategy risk management esg principle,4.7,Beginner level,40.0,balance sheet business valuation wealth management corporate finance financial statement analysis annual report accounting loan banking service enterprise risk management erm banking,https://www.coursera.org/specializations/finance-and-financial-markets
introduction electronics,Georgia Institute of Technology,Electrical Engineering,introduction electronics,4.7,Beginner level,45.0,basic electrical system electronic component schematic diagram engineering analysis electronics engineering electronics semiconductor,https://www.coursera.org/learn/electronics
ibm full stack software developer professional certificate,IBM,Cloud Computing,prepare career full stack developer build jobready skill musthave ai skill indemand career earn credential ibm,4.6,Beginner level,40.0,fullstack web development software architecture cloud computing flask web framework cloudnative computing application deployment software development cascading style sheet cs,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
private equity venture capital,Università Bocconi,Finance,private equity venture capital,4.8,Beginner level,40.0,investment entrepreneurship business valuation private equity tax law capital market legal risk cash flow entrepreneurial finance financial management due diligence merger acquisition,https://www.coursera.org/learn/private-equity
generative ai mobile app developer specialization,IBM,Mobile and Web Development,fasttrack career jobready genai skill master genaipowered mobile app development build practical experience employer looking month,4.8,Advanced level,40.0,machine learning method application security large language modeling chatgpt openai cloud application ibm cloud software development natural language processing prompt engineering,https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers
ai medicine specialization,DeepLearning.AI,Machine Learning,ai medicine specialization,4.7,Intermediate level,80.0,risk modeling machine learning machine learning method precision medicine applied machine learning random forest algorithm patient treatment image analysis decision tree learning,https://www.coursera.org/specializations/ai-for-medicine
fundamental quantitative modeling,University of Pennsylvania,Business Essentials,course part multiple program learn,4.6,Beginner level,7.0,predictive analytics business mathematics regression analysis probability probability distribution statistical modeling business modeling forecasting statistic process optimization,https://www.coursera.org/learn/wharton-quantitative-modeling
neural network deep learning,DeepLearning.AI,Machine Learning,course part deep learning specialization,4.9,Intermediate level,40.0,supervised learning python programming machine learning artificial intelligence performance tuning calculus deep learning artificial neural network linear algebra,https://www.coursera.org/learn/neural-networks-deep-learning
project initiation starting successful project,Google,Leadership and Management,course part google project management professional certificate,4.8,Beginner level,40.0,stakeholder management strategic thinking resource management accountability goal setting cost benefit analysis business writing project management software project management,https://www.coursera.org/learn/project-initiation-google
understanding brain neurobiology everyday life,The University of Chicago,Basic Science,understanding brain neurobiology everyday life,4.9,Beginner level,40.0,anatomy neurology blood pressure behavioral health human development mental behavioral health mental health disease disorder respiration biology psychology vital sign,https://www.coursera.org/learn/neurobiology
microsoft project management professional certificate,Microsoft,Business Strategy,launch career project manager build jobready skill prepare project management professional pmp certification exam prior experience required,4.7,Beginner level,160.0,project management virtual team performance measurement project schedule project management life cycle team management excel formula planning procurement kanban principle,https://www.coursera.org/professional-certificates/microsoft-project-management
introduction negotiation strategic playbook becoming principled persuasive negotiator,Yale University,Business Essentials,introduction negotiation strategic playbook becoming principled persuasive negotiator,4.8,Beginner level,33.0,relationship building communication persuasive communication mediation strategic decisionmaking conflict management collaboration game theory contract negotiation influencing negotiation,https://www.coursera.org/learn/negotiation
project execution running project,Google,Leadership and Management,course part google project management professional certificate,4.8,Beginner level,40.0,strategic thinking team management project control continuous improvement process quality management project documentation stakeholder communication project management life cycle,https://www.coursera.org/learn/project-execution-google
attract engage customer digital marketing,Google,Marketing,course part google digital marketing ecommerce professional certificate,4.8,Beginner level,40.0,digital advertising advertising campaign google analytics online advertising keyword research google ad search engine optimization digital marketing marketing strategy marketing,https://www.coursera.org/learn/attract-and-engage-customers
ibm data analytics excel r professional certificate,IBM,Data Analysis,prepare career data analytics gain indemand skill handson experience get jobready less month prior experience required,4.7,Beginner level,40.0,ibm cognos analytics database design data visualization software data wrangling dashboard big data exploratory data analysis excel formula microsoft excel data mining data manipulation,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel
speed data analysis presentation building,Google,Machine Learning,course part google prompting essential specialization,4.8,Beginner level,40.0,prompt engineering data analysis data presentation graphing oral expression data visualization data storytelling,https://www.coursera.org/learn/google-speed-up-data-analysis-and-presentation-building
google cybersecurity professional certificate,Google,Computer Security and Networks,get fast track career cybersecurity certificate program youll learn indemand skill get ai training google expert learn pace degree experience required,4.8,Beginner level,40.0,interviewing skill threat management cybersecurity intrusion detection prevention computer security incident management linux debugging sql incident response hardening,https://www.coursera.org/professional-certificates/google-cybersecurity
microsoft fullstack developer professional certificate,Microsoft,Mobile and Web Development,launch career fullstack development start journey fullstack developer develop jobready aipowered skill earn certificate microsoft experience required,4.6,Beginner level,360.0,html cs authentication fullstack web development continuous integration github graph theory application deployment rolebased access control rbac debugging sql cicd,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer
introduction finance accounting specialization,University of Pennsylvania,Finance,learn basic finance accounting build foundation core business skill finance accounting,4.4,Beginner level,40.0,balance sheet business valuation working capital capital budgeting corporate finance financial statement analysis accounting cash flow financial analysis financial accounting,https://www.coursera.org/specializations/finance-accounting
unsupervised learning recommenders reinforcement learning,DeepLearning.AI,Machine Learning,course part machine learning specialization,4.9,Beginner level,40.0,statistical machine learning applied machine learning machine learning algorithm deep learning anomaly detection machine learning method unsupervised learning,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning
programming everybody getting started python,University of Michigan,Software Development,course part python everybody specialization,4.8,Beginner level,40.0,python programming scripting scripting language computational thinking programming principle development environment computer programming,https://www.coursera.org/learn/python
asset threat vulnerability,Google,Computer Security and Networks,course part google cybersecurity professional certificate,4.8,Beginner level,40.0,risk management framework authentication threat detection threat modeling threat management nist vulnerability assessment mitre attck framework cyber threat intelligence,https://www.coursera.org/learn/assets-threats-and-vulnerabilities
medical billing coding fundamental specialization,MedCerts,Health Informatics,gain medical billing coding fundamental prepare career medical billing industry gaining understanding language insurance revenue cycle,4.8,Beginner level,40.0,health care procedure regulation electronic medical record cultural diversity payment processing medical billing coding health information management medical record anatomy,https://www.coursera.org/specializations/medical-billing-coding-fundamentals
google cloud data analytics professional certificate,Google Cloud,Cloud Computing,launch career cloud data analytics build indemand skill gain credential go beginner jobready week less degree prior experience required,4.5,Beginner level,40.0,data visualization software dashboard cloud computing data cleansing cloud storage cloud infrastructure database management data governance google cloud platform data transformation,https://www.coursera.org/professional-certificates/google-cloud-data-analytics-certificate
supervised machine learning regression classification,DeepLearning.AI,Machine Learning,course part machine learning specialization,4.9,Beginner level,40.0,unsupervised learning predictive modeling scikit learn machine learning library python programming feature engineering machine learning classification regression tree cart,https://www.coursera.org/learn/machine-learning
stanford introduction food health,Stanford University,Nutrition,stanford introduction food health,4.7,Beginner level,40.0,public health disease prevention nutrition diet chronic disease cooking health informatics food beverage clinical nutrition behavioral health preventative care,https://www.coursera.org/learn/food-and-health
tool trade linux sql,Google,Computer Security and Networks,course part google cybersecurity professional certificate,4.8,Beginner level,40.0,file system relational database unix authentication user account commandline interface sql operating system database management linux authorization computing linux command,https://www.coursera.org/learn/linux-and-sql
leading people team specialization,University of Michigan,Leadership and Management,leading effectively learn proven management technique four course,4.8,Beginner level,40.0,persuasive communication teamwork performance review interviewing skill team motivation talent management talent recruitment employee engagement team management employee coaching,https://www.coursera.org/specializations/leading-teams
meta frontend developer professional certificate,Meta,Mobile and Web Development,launch career frontend developer build jobready skill indemand career earn credential meta degree prior experience required get started,4.7,Beginner level,40.0,html cs usability testing reactjs github user experience design javascript persona user experience interaction design cascading style sheet cs frontend web development,https://www.coursera.org/professional-certificates/meta-front-end-developer
ibm backend development professional certificate,IBM,Software Development,prepare career backend developer gain indemand skill handson experience get jobready less month,4.7,Beginner level,240.0,linux command objectrelational mapping software architecture flask web framework cloudnative computing microservices application deployment shell script istio,https://www.coursera.org/professional-certificates/ibm-backend-development
ibm project manager professional certificate,IBM,Leadership and Management,launch career project manager get jobready prep certified associate project management capm certification exam,4.8,Beginner level,160.0,development environment interviewing skill software architecture project management stakeholder engagement resource management project risk management agile software development,https://www.coursera.org/professional-certificates/ibm-it-project-manager
digital marketing specialization,University of Illinois Urbana-Champaign,Marketing,drive customer behavior online sixcourse overview latest digital marketing skill taught industry expert,4.6,Beginner level,160.0,digital advertising content marketing digital medium strategy marketing communication google analytics marketing analytics marketing analytics email marketing digital marketing,https://www.coursera.org/specializations/digital-marketing
introduction statistic,Stanford University,Data Analysis,introduction statistic,4.6,Beginner level,40.0,statistical modeling data analysis exploratory data analysis quantitative research data collection probability distribution statistical method sampling statistic regression analysis,https://www.coursera.org/learn/stanford-statistics
google prompting essential specialization,Google,Machine Learning,unlock ai potential effective prompt learn google expert use ai effectively writing clear specific prompt,4.8,Beginner level,40.0,document management machine learning graphing ideation solution design chatgpt report writing prompt engineering business correspondence taking meeting minute critical thinking,https://www.coursera.org/specializations/prompting-essentials-google
generative ai educator specialization,IBM,Education,reinvent teaching gen aipowered innovation learn leverage gen ai tool transform education training drive excellent learning experience week,4.9,Beginner level,40.0,data security virtual environment large language modeling chatgpt openai ibm cloud prompt engineering image analysis education software technology emerging technology,https://www.coursera.org/specializations/generative-ai-educators
analyze data answer question,Google,Data Analysis,course part google data analytics professional certificate,4.6,Beginner level,40.0,pivot table chart data integration data transformation analytics excel formula data validation data compilation sql data analysis user feedback spreadsheet software data manipulation,https://www.coursera.org/learn/analyze-data
build wireframes lowfidelity prototype,Google,Design and Product,course part google ux design professional certificate,4.9,Beginner level,40.0,user story information architecture user experience design figma design software prototyping user centered design storyboarding user interface ui mockups wireframing usability,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes
preparing google cloud certification cloud developer professional certificate,Google Cloud,Cloud Computing,developer best practice google cloud,4.7,Intermediate level,80.0,containerization identity access management cloud computing microservices cloud application application deployment prompt engineering debugging cloud storage cloud infrastructure cicd,https://www.coursera.org/professional-certificates/google-cloud-developer
google business intelligence professional certificate,Google,Data Analysis,learn indemand skill like data modeling data visualization dashboarding reporting less month,4.8,Advanced level,40.0,database design interviewing skill dashboard stakeholder engagement professional development data integrity tableau software business analysis business process stakeholder communication,https://www.coursera.org/professional-certificates/google-business-intelligence
microsoft support specialist professional certificate,Microsoft,Support and Operations,launch career support specialist build jobready skill musthave ai skill indemand career earn credential microsoft prior experience required,4.8,Beginner level,120.0,collaborative software system support application security cloud computing cybersecurity technical support microsoft team microsoft computer hardware network troubleshooting,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist
data science foundation specialization,University of London,Data Analysis,unlock academic career success data science build foundational knowledge handson skill need forge new career opportunity technical experience required,4.7,Beginner level,120.0,machine learning algorithm machine learning data visualization software project management dashboard unsupervised learning panda python package numpy pseudocode data mining,https://www.coursera.org/specializations/data-science-foundations
ibm data architecture professional certificate,IBM,Data Management,launch career data architect learn indemand skill like data engineering database management data architecture less month,4.7,Beginner level,160.0,database design data security linux command database administration data store sql database management apache hadoop data migration nosql data governance data warehousing,https://www.coursera.org/professional-certificates/ibm-data-architect
machine learning google cloud specialization,Google Cloud,Machine Learning,learn machine learning google cloud realworld experimentation endtoend ml,4.6,Intermediate level,40.0,machine learning kera neural network library mlops machine learning operation workflow management applied machine learning cloud computing application deployment prompt engineering,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp
ibm introduction machine learning specialization,IBM,Data Analysis,learn machine learning real use case build skill career one relevant field modern ai handson project curriculum ibms expert,4.7,Intermediate level,80.0,machine learning algorithm statistical modeling machine learning applied machine learning unsupervised learning exploratory data analysis classification regression tree cart,https://www.coursera.org/specializations/ibm-intro-machine-learning
applied software engineering fundamental specialization,IBM,Software Development,build foundation career software develop handson experience git github linux python learn fundamental software engineering,4.7,Beginner level,40.0,development environment unit testing linux command github software architecture file management flask web framework application deployment shell script linux engineering software,https://www.coursera.org/specializations/software-engineering-fundamentals
google cloud digital leader training professional certificate,Google Cloud,Cloud Computing,gain foundational literacy cloud digital transformation increase cloud confidence speak colleague technical cloud role contribute informed cloudrelated business decision,4.8,Beginner level,40.0,data security big data cloud computing digital transformation cloud infrastructure cloud management data governance google cloud platform data warehousing serverless computing,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training
generative ai data analyst specialization,Vanderbilt University,Data Analysis,become generative ai data analyst learn use chatgpt generative ai tool analyze data automate workflow communicate insight clarity impact,4.8,Beginner level,40.0,document management data integration large language modeling data synthesis pivot table chart productivity chatgpt prompt engineering excel formula data cleansing database sql,https://www.coursera.org/specializations/generative-ai-data-analyst
introduction programming python java specialization,University of Pennsylvania,Software Development,boost computer programming skill minimal previous exposure learn two popular programming language accelerated pace,4.5,Beginner level,80.0,java unit testing programming principle data visualization software eclipse software matplotlib pivot table chart panda python package java programming debugging data cleansing,https://www.coursera.org/specializations/programming-python-java
gemini google workspace specialization,Google Cloud,Cloud Computing,use generative ai feature google workspace learn use generative ai gemini google workspace improve productivity efficiency,4.6,Beginner level,40.0,storytelling video production multimedia project management google workspace medium production workflow management writing prompt engineering video editing google sheet collaboration,https://www.coursera.org/specializations/gemini-for-google-workspace
prompt engineering chatgpt,Vanderbilt University,Machine Learning,course part multiple program learn,4.8,Beginner level,40.0,large language modeling productivity problem solving chatgpt collaboration creative thinking prompt engineering ingenuity brainstorming generative ai application development,https://www.coursera.org/learn/prompt-engineering
introduction data science specialization,IBM,Data Analysis,launch career data science gain foundational data science skill prepare career advanced learning data science,4.7,Beginner level,40.0,data analysis software github big data cloud computing business analysis data cleansing database sql data mining query language data literacy peer review,https://www.coursera.org/specializations/introduction-data-science
introduction marketing,University of Pennsylvania,Marketing,course part business foundation specialization,4.8,Beginner level,10.0,brand strategy customer experience strategy cx brand awareness marketing communication customer insight marketing price negotiation communication strategy brand loyalty,https://www.coursera.org/learn/wharton-marketing
generative ai fundamental specialization,IBM,Machine Learning,unlock leverage potential generative ai learn use capability generative ai enhance work daily life,4.7,Beginner level,40.0,large language modeling chatgpt artificial neural network openai ibm cloud prompt engineering leadership management business development deep learning business transformation,https://www.coursera.org/specializations/generative-ai-for-everyone
microsoft backend developer professional certificate,Microsoft,Mobile and Web Development,launch career backend development start journey backend developer develop jobready aipowered skill earn certificate microsoft prior experience required,4.7,Beginner level,240.0,authentication continuous integration graph theory application deployment rolebased access control rbac debugging sql database management cicd c programming language net framework,https://www.coursera.org/professional-certificates/microsoft-back-end-developer
preparing google cloud certification cloud engineer professional certificate,Google Cloud,Cloud Computing,start career cloud,4.8,Intermediate level,40.0,containerization identity access management cloud computing network infrastructure application deployment prompt engineering cloud storage cloud infrastructure,https://www.coursera.org/professional-certificates/cloud-engineering-gcp
ibm java developer professional certificate,IBM,Software Development,prepare career java developer gain indemand skill handson experience get jobready month prior experience required,4.8,Beginner level,120.0,database design containerization development environment github software architecture cloudnative computing microservices software development cascading style sheet cs,https://www.coursera.org/professional-certificates/java-developer
ai law,Lund University,Law,ai law,4.7,Beginner level,40.0,law regulation compliance legal research intellectual property public administration healthcare industry knowledge legal proceeding artificial intelligence innovation,https://www.coursera.org/learn/ai-law
digital product management specialization,University of Virginia,Design and Product,implement modern approach product management master fundamental create great team product,4.8,Beginner level,40.0,usability testing customer analysis continuous delivery agile project management new product development agile software development team management innovation product testing,https://www.coursera.org/specializations/uva-darden-digital-product-management
microsoft excel professional certificate,Microsoft,Data Analysis,develop excel skill microsoft develop data analysis skill excel aidriven copilot handson project expert guidance accelerate career,4.2,Beginner level,120.0,data visualization software forecasting dashboard pivot table chart prompt engineering excel formula data cleansing microsoft excel data processing data manipulation,https://www.coursera.org/professional-certificates/microsoft-excel-skills
workday action series,Workday,Business Essentials,workday action series,4.8,Beginner level,9.0,benefit administration account payable receivable human capital recruitment business process management workday software accounting software payroll human resource software,https://www.coursera.org/learn/workday-in-action-series
generative ai data analyst specialization,IBM,Data Analysis,build generative ai skill data analytics enhance career data analyst knowledge generative ai prior experience necessary,4.8,Intermediate level,80.0,data visualization software dashboard large language modeling chatgpt openai ibm cloud prompt engineering image analysis artificial intelligence machine learning aiml sql analytics,https://www.coursera.org/specializations/generative-ai-for-data-analysts
ibm backend javascript developer professional certificate,IBM,Software Development,launch backend javascript developer career build skill handson experience get jobready four month degree prior experience required,4.7,Beginner level,160.0,containerization development environment openshift ajax software architecture javascript cloudnative computing azure devops application deployment software development,https://www.coursera.org/professional-certificates/backend-javascript-developer
generative ai business analyst specialization,IBM,Business Essentials,power business analysis career genai build gamechanging genai skill business need week ai experience required,4.8,Beginner level,80.0,business strategy large language modeling workflow management chatgpt business analysis openai ibm cloud stakeholder communication prompt engineering image analysis requirement elicitation,https://www.coursera.org/specializations/generative-ai-for-business-analysts
ibm generative ai cybersecurity professional specialization,IBM,Security,enhance career cybersecurity ai build indemand generative ai skill gain credential cybersecurity career month less degree prior experience required,4.8,Intermediate level,120.0,security information event management siem large language modeling cybersecurity chatgpt openai ibm cloud natural language processing prompt engineering incident management,https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals
generative ai sql database specialist chatgpt specialization,Vanderbilt University,Data Management,aidriven database design professional master sql database design query generation data visualization using ai,4.9,Intermediate level,80.0,database design technical design dashboard large language modeling automation productivity chatgpt software documentation prompt engineering debugging gap analysis sql,https://www.coursera.org/specializations/generative-ai-sql-database-specialist-chatgpt
influencing storytelling change management governance specialization,Macquarie University,Leadership and Management,influencing storytelling change management governance specialization,4.7,Beginner level,80.0,governance storytelling persuasive communication negotiation rapport building risk management framework enterprise risk management erm influencing meeting facilitation,https://www.coursera.org/specializations/influencing-storytelling-change-management
maximize productivity ai tool,Google,Machine Learning,course part google ai essential specialization,4.8,Beginner level,40.0,business workflow analysis complex problem solving operational efficiency productivity software prompt engineering generative ai process optimization,https://www.coursera.org/learn/google-maximize-productivity-with-ai-tools
supply chain management specialization,Rutgers the State University of New Jersey,Business Essentials,supply chain management master fundamental logistics operation planning sourcing strategy,4.8,Beginner level,80.0,production process strategic sourcing supply management customer demand planning forecasting demand planning lean manufacturing logistics inventory warehousing process improvement,https://www.coursera.org/specializations/supply-chain-management
